enrollment_id,student_id,student_name,student_age,student_gender,student_level,student_program,GPA,is_employed,total_failed_subjects,discipline_score,analytical_score,practical_score,avg_screen_hours,course_id,course_name,course_category,course_level,course_difficulty,course_credit_hours,is_required,professor_id,professor_name,professor_program,professor_academic_rank,professor_specialization,professor_avg_teaching_score,professor_avg_pass_percentage,student_attendance_percentage_subject,weekly_avg_study_hours_subject,academic_year,subject_score
13554,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M310,Linear Algebra 2,Pure Mathematics,3,3,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,38,0.5,2026,79
13555,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M328,Statistical Mechanics,Applied Mathematics,3,3,2,Optional,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,38,0.5,2026,75
13556,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M411,Theory of Differential Equations,Pure Mathematics,4,4,2,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,38,0.7,2026,82
13557,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M413,Numerical Analysis 2,Pure Mathematics,4,2,3,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,37,0.1,2026,80
13558,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M415,Lie Algebra,Pure Mathematics,4,3,2,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,39,0.6,2026,77
13559,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M416,Differential Geometry,Pure Mathematics,4,3,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,38,0.5,2026,76
13560,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M421,Operations Research,Pure Mathematics,4,2,3,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,41,0.1,2026,80
13561,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M423,Quantum Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,38,1.1,2026,75
13562,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M418,Network Theory,Pure Mathematics,4,3,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,40,0.5,2026,79
13563,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M419,Topology 2,Pure Mathematics,4,4,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,40,0.7,2026,79
13564,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M414,Functional Analysis,Pure Mathematics,4,4,3,Required,4,Tamer Elazab,Mathematics,Associate Professor,Pure Mathematics,7,59,38,1.2,2026,75
13565,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M422,General Relativity,Applied Mathematics,4,4,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,37,0.9,2026,74
13566,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M424,Advanced Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,34,0.9,2026,74
13567,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M425,Hydrodynamics,Applied Mathematics,4,4,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,40,1.1,2026,75
13568,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M429,Partial Differential Equations,Pure Mathematics,4,3,2,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,36,0.8,2026,73
13569,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M412,Graph Theory,Pure Mathematics,4,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,37,0.2,2026,84
13570,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M426,Modeling and Simulation,Pure Mathematics,4,2,2,Optional,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,37,0.4,2026,71
13571,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M241,Computer Organization and Assembly Language,Computer Science,2,2,3,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,33,0.1,2025,72
13572,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M219,Discrete Mathematics,Pure Mathematics,2,2,2,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,37,0.1,2025,71
13573,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M232,Probability Theory 1,Statistics,2,2,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,33,0.1,2025,69
13574,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M242,Computer Algebra Systems,Computer Science,2,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,29,0.1,2025,72
13575,160,Faris Mousa,18,Male,2,Mathematics,1.76,0,0,3,7,3,4.5,M243,Computer Network Theory,Computer Science,2,2,2,Optional,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,39,0.1,2025,71
13576,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M331,Probability Theory 2,Statistics,3,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,35,0.2,2026,80
13577,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M334,Sampling Distributions and Methods,Statistics,3,3,2,Required,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,36,0.3,2026,80
13578,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M341,Data Structures,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,38,0.3,2026,81
13579,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M342,Database Systems,Computer Science,3,2,2,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,41,0.1,2026,80
13580,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M338,Order Statistics,Statistics,3,2,2,Optional,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,39,0.1,2026,87
13581,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M346,Systems Analysis and Design,Computer Science,3,2,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,39,0.1,2026,81
13582,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M332,Estimation Theory,Statistics,3,3,2,Required,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,36,0.3,2026,79
13583,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M337,Hypothesis Testing,Statistics,3,3,2,Required,17,Rabab Sabry,Statistics and Computer Science,Assistant Professor,Statistics,8,79,36,0.3,2026,80
13584,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M345,Operating Systems,Computer Science,3,3,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,39,0.9,2026,71
13585,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M343,Artificial Intelligence,Computer Science,3,3,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,38,0.1,2026,82
13586,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M344,Structured Programming,Computer Science,3,2,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,42,0.1,2026,80
13587,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M336,Data Analysis Using Statistical Software,Computer Science,3,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,38,0.1,2026,86
13588,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M348,Selected Topics in Computing,Computer Science,3,2,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,35,0.1,2026,84
13589,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M431,Analysis of Variance,Statistics,4,3,3,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,42,0.1,2026,86
13590,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M432,Stochastic Processes,Statistics,4,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,35,0.3,2026,78
13591,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M441,Software Engineering,Computer Science,4,3,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,38,0.2,2026,83
13592,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M442,Neural Networks,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,39,0.1,2026,80
13593,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M433,Non-Parametric Statistics,Statistics,4,3,2,Optional,31,Beh Elsayed,Statistics and Computer Science,Professor,Statistics,7,67,35,0.6,2026,76
13594,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M443,Expert Systems,Computer Science,4,3,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,41,0.3,2026,79
13595,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M434,Regression Analysis,Statistics,4,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,37,0.5,2026,80
13596,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M435,Reliability Theory,Statistics,4,3,2,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,35,0.5,2026,79
13597,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M444,Computer Graphics Systems,Computer Science,4,1,3,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,36,0.1,2026,84
13598,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M445,Algorithm Design and Analysis,Computer Science,4,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,35,0.2,2026,81
13599,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M436,Time Series and Forecasting,Statistics,4,3,2,Optional,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,42,0.1,2026,80
13600,160,Faris Mousa,19,Male,3,Mathematics,2.3,0,0,3,7,3,4.5,M446,Image Processing,Computer Science,4,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,34,0.1,2026,82
13601,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M111,Calculus 1,Pure Mathematics,1,1,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,8,0.1,2026,56
13602,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M121,Mechanics 1,Applied Mathematics,1,2,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,4,0.1,2026,50
13603,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,P101,Properties of Heat and Matter,Physics,1,2,3,Required,38,Attia kasem,Physics,Associate Professor,Physics,5,67,4,0.1,2026,54
13604,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,P102,"Electricity, Magnetism and Light",Physics,1,2,3,Required,32,Nermeen Ali,Physics,Assistant Professor,Physics,6,68,8,0.1,2026,56
13605,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,C102,General Chemistry 2,Chemistry,1,1,3,Required,34,Maha Wahba,Chemistry,Assistant Professor,Chemistry,8,78,10,0.1,2026,57
13606,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,G101,Human Rights and Anti-Corruption,General Science,1,1,2,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,9,0.1,2026,64
13607,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M112,Algebra and Geometry,Pure Mathematics,1,2,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,10,0.1,2026,58
13608,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M113,Calculus 2,Pure Mathematics,1,2,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,8,0.1,2026,48
13609,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M122,Mechanics 2,Applied Mathematics,1,2,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,6,0.1,2026,56
13610,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,P103,Electrical Circuits,Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,7,0.1,2026,57
13611,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,C101,General Chemistry 1,Chemistry,1,1,3,Required,34,Maha Wahba,Chemistry,Assistant Professor,Chemistry,8,78,6,0.1,2026,57
13612,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,G102,Introduction to Computer Science,Computer Science,1,1,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,7,0.1,2026,61
13613,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M212,Abstract Algebra 1,Pure Mathematics,2,4,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,7,0.2,2026,51
13614,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,8,0.2,2026,48
13615,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,11,0.1,2026,48
13616,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,7,0.1,2026,57
13617,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,2,0.1,2026,57
13618,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,G201,Scientific Terminology in English,General Science,2,1,2,Required,41,Om Ali Yousef,Chemistry,Professor,Chemistry,4,68,5,0.1,2026,56
13619,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M211,Real Analysis,Pure Mathematics,2,4,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,7,0.2,2026,51
13620,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,9,0.1,2026,59
13621,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,9,0.1,2026,54
13622,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,11,0.1,2026,52
13623,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,43,Mohamed Tawfik,Physics,Professor,Physics,7,61,9,0.4,2026,52
13624,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,5,0.1,2026,54
13625,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,G202,Cultural Studies,General Science,2,1,2,Optional,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,12,0.1,2026,60
13626,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M311,Measure Theory,Pure Mathematics,3,4,2,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,8,0.1,2026,61
13627,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,10,0.1,2026,51
13628,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,10,0.1,2026,57
13629,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M316,Topology 1,Pure Mathematics,3,4,2,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,9,0.1,2026,50
13630,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,4,0.1,2026,51
13631,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,4,0.1,2026,55
13632,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M319,Number Theory,Pure Mathematics,3,3,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,7,0.1,2026,57
13633,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,8,0.1,2026,49
13634,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M318,Integral Equations,Pure Mathematics,3,3,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,6,0.1,2026,48
13635,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,13,0.1,2026,51
13636,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,10,0.1,2026,55
13637,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M317,Special Functions,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,8,0.1,2026,56
13638,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M333,Statistical Theory,Statistics,3,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,7,0.1,2026,57
13639,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M310,Linear Algebra 2,Pure Mathematics,3,3,2,Optional,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,9,0.1,2026,55
13640,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M328,Statistical Mechanics,Applied Mathematics,3,3,2,Optional,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,5,0.1,2026,51
13641,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M411,Theory of Differential Equations,Pure Mathematics,4,4,2,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,8,0.1,2026,59
13642,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M413,Numerical Analysis 2,Pure Mathematics,4,2,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,10,0.1,2026,57
13643,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M415,Lie Algebra,Pure Mathematics,4,3,2,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,8,0.1,2026,56
13644,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M416,Differential Geometry,Pure Mathematics,4,3,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,2,0.1,2026,50
13645,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M421,Operations Research,Pure Mathematics,4,2,3,Required,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,8,0.1,2026,57
13646,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M423,Quantum Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,4,0.1,2026,50
13647,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M418,Network Theory,Pure Mathematics,4,3,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,7,0.1,2026,56
13648,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M419,Topology 2,Pure Mathematics,4,4,2,Optional,25,Ahmed Saed,Mathematics,Associate Professor,Pure Mathematics,6,72,8,0.1,2026,53
13649,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M414,Functional Analysis,Pure Mathematics,4,4,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,10,0.1,2026,50
13650,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M422,General Relativity,Applied Mathematics,4,4,2,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,10,0.1,2026,56
13651,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M424,Advanced Mechanics,Applied Mathematics,4,4,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,10,0.2,2026,51
13652,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M425,Hydrodynamics,Applied Mathematics,4,4,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,12,0.2,2026,51
13653,161,Samer Mousa,18,Male,1,Mathematics,1.14,0,1,1,6,6,4.2,M429,Partial Differential Equations,Pure Mathematics,4,3,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,10,0.1,2026,49
